,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
591,592,"මේ වීඩියෝ එක ගත්තට ගැටළුවක් නැහැ. ඔය සිද්ධිය වුනේ මේ ඩොක්ටර් ගේ දෙමව්පියන්ට. මෙයා ලංකාවට ඇවිත් සති හයක් විතර ඉඳල ගිහින් ලංකාව ගැන කියල එයාගේ දෙමව්පියන් එවල තියෙනව, ඔවුන්ට වුන සිද්ධියක් මේක. ඒ නිසා මේකේ තියෙන සබ්ටයිටල්ස් හරියට දාන්න.",NO,මේ වීඩියෝ එක ගත්තට ගැටළුවක් නැහැ  ඔය සිද්ධිය වුනේ මේ ඩොක්ටර් ගේ දෙමව්පියන්ට  මෙයා ලංකාවට ඇවිත් සති හයක් විතර ඉඳල ගිහින් ලංකාව ගැන කියල එයාගේ දෙමව්පියන් එවල තියෙනව  ඔවුන්ට වුන සිද්ධියක් මේක  ඒ නිසා මේකේ තියෙන සබ්ටයිටල්ස් හරියට දාන්න 
592,593,මම මැයගේ අදහසට ගරුකරනව,NO,මම මැයගේ අදහසට ගරුකරනව
593,594,නමුත් අපි කාගෙන්වත් සිරිත්විරිත් ඉගනගතයුතු නැහෑ.මන්ද අපි ප්‍රෞඩ ජාතියක්,NO,නමුත් අපි කාගෙන්වත් සිරිත්විරිත් ඉගනගතයුතු නැහෑ මන්ද අපි ප්‍රෞඩ ජාතියක්
594,595,අපේ මිනිස්සුන්ගෙ හිත්වල ගුනදහම් ඒ විදියටම තියනව හැවැයි යටපත්වෙල.,NO,අපේ මිනිස්සුන්ගෙ හිත්වල ගුනදහම් ඒ විදියටම තියනව හැවැයි යටපත්වෙල 
596,597,ඉපදුන රටට ආදරය කරල රට රැකගෙන ඉන්න දන්නෙ නැති හෙනහුරන්ට හොද පාඩමක්.,YES,ඉපදුන රටට ආදරය කරල රට රැකගෙන ඉන්න දන්නෙ නැති හෙනහුරන්ට හොද පාඩමක් 
597,598,බලාපල්ලා ඒ මිනිස්සුන් අපේ දේට දක්වන ගෞරවේ ඒකට අපේ කලු සුද්දෝ තූ විතරක්,YES,බලාපල්ලා ඒ මිනිස්සුන් අපේ දේට දක්වන ගෞරවේ ඒකට අපේ කලු සුද්දෝ තූ විතරක්
598,599,නුවර කොල්ලෝ ඉන්නවනම් මටත් සපෝට් එකක් ඕනි...ලොකු සප් එකක්..හොරෙක් අල්ලන්න ......කටුගස්තොට පැත්තේ අය,NO,නුවර කොල්ලෝ ඉන්නවනම් මටත් සපෝට් එකක් ඕනි   ලොකු සප් එකක්  හොරෙක් අල්ලන්න       කටුගස්තොට පැත්තේ අය
599,600,අල්ල්හු අක්බර් මේ අපේ පරම රමණීය දෙවියන් වැඩි තැනක් මෝඩ සිංහලයෝ,YES,අල්ල්හු අක්බර් මේ අපේ පරම රමණීය දෙවියන් වැඩි තැනක් මෝඩ සිංහලයෝ
600,601,මගෙනම් අදහස ල0කාව වගේ රටක ඔහොම දෙයක්වත් වුන එක ගෑන එයාල විශ්මයට පත්වෙලා කියලයි.මොකද ගොඩක් වෙලාවට වෙන්නෙ ඕකෙ අනිත් පෑත්ත.,NO,මගෙනම් අදහස ල0කාව වගේ රටක ඔහොම දෙයක්වත් වුන එක ගෑන එයාල විශ්මයට පත්වෙලා කියලයි මොකද ගොඩක් වෙලාවට වෙන්නෙ ඕකෙ අනිත් පෑත්ත 
601,602,"සියලු වගකිවයුත්තනි, මේ මහා පරිසර විනාශයන් කරන පුද්ගලයින්ද, ආයතනද, ජාවාරම්කාරයොන්ද, ඒ සෑම කෙනෙකුටම එරහිව නිතිය ක්‍රියාත්මක කරන්න",NO,සියලු වගකිවයුත්තනි  මේ මහා පරිසර විනාශයන් කරන පුද්ගලයින්ද  ආයතනද  ජාවාරම්කාරයොන්ද  ඒ සෑම කෙනෙකුටම එරහිව නිතිය ක්‍රියාත්මක කරන්න
603,604,හරිම ලස්සනයි,NO,හරිම ලස්සනයි
604,605,මොන හේතුවක් නිසා වෙන්න ඇතිද ඒ මනුස්සයට මෙහෙම වෙන්න ඇත්තේ කියලා..මනුස්සයෙක් වැටිලා ඉන්නකොට පාගන්න නෙමෙයි අමාරුවෙන් හරි නැගිට්ටවන්න උත්සාහ කරන්න.,NO,මොන හේතුවක් නිසා වෙන්න ඇතිද ඒ මනුස්සයට මෙහෙම වෙන්න ඇත්තේ කියලා  මනුස්සයෙක් වැටිලා ඉන්නකොට පාගන්න නෙමෙයි අමාරුවෙන් හරි නැගිට්ටවන්න උත්සාහ කරන්න 
605,606,"හොඳ පවුලක් , හොඳ යාළුවෝ , අම්මා තාත්තාටම විතරයි වැටුන කෙනෙක්ව නැගිට්ටවන්න පුළුවන්.",NO,හොඳ පවුලක්   හොඳ යාළුවෝ   අම්මා තාත්තාටම විතරයි වැටුන කෙනෙක්ව නැගිට්ටවන්න පුළුවන් 
606,607,උඹට හිනා වුන හිනා වෙන හැම එකෙක්ටම පේන්න ආයිත් දවසක නැගිටපන් අයියේ..,NO,උඹට හිනා වුන හිනා වෙන හැම එකෙක්ටම පේන්න ආයිත් දවසක නැගිටපන් අයියේ  
607,608,"මොනවහරි හොද දෙයක් උනහමත් නුවරයි, දකුනේ වුනුයි තරම් උඩ පනින උං මේ රටේ මොන කොනේවත් නෑ.....",YES,මොනවහරි හොද දෙයක් උනහමත් නුවරයි  දකුනේ වුනුයි තරම් උඩ පනින උං මේ රටේ මොන කොනේවත් නෑ     
613,614,ඇත්තට ඔබවැනි අය .අපිට අඩමිබරයි,NO,ඇත්තට ඔබවැනි අය  අපිට අඩමිබරයි
614,615,පුතා ඔයාගේ කට හඬ ඇසීමත් සතුටක්...ඔයාට සුබ අනාගතයක් !,NO,පුතා ඔයාගේ කට හඬ ඇසීමත් සතුටක්   ඔයාට සුබ අනාගතයක්  
615,616,අති විශිෂ්ටයි මල්ලියා ඔයා අපේ රටට සම්පතක් තෙරුවන් සරණයි,NO,අති විශිෂ්ටයි මල්ලියා ඔයා අපේ රටට සම්පතක් තෙරුවන් සරණයි
