,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
814,815,Anduwe ona tharam horu innawa oka anduwe ekak kaloth uta naduth na mokuth na...,NO,Anduwe ona tharam horu innawa oka anduwe ekak kaloth uta naduth na mokuth na   
815,816,amathiyekge nangi kenek maruwanm u marapu unwath marala rajek wage jiwath wei... kalakanni,NO,amathiyekge nangi kenek maruwanm u marapu unwath marala rajek wage jiwath wei    kalakanni
816,817,aththa katha karana minihata kawadawath samawak naha. anika Janadhipathi samawa dunnata passe thawath mona magulakda.? dan rate thiyenne kalaa neethiya..,NO,aththa katha karana minihata kawadawath samawak naha  anika Janadhipathi samawa dunnata passe thawath mona magulakda   dan rate thiyenne kalaa neethiya  
817,818,paw ahinsaka manussaya.derana umbalama dan meka beerala deepalla..nathnam Derana report wei...!!,NO,paw ahinsaka manussaya derana umbalama dan meka beerala deepalla  nathnam Derana report wei     
819,820,ජනාධිපති සමාව දුන්න මනුස්සයෙක්ගෙන් Interview එකක් ගද්දි තව හිතන්න තිබුණා. සම්පුර්ණ නිදහස ලබලා ආවා විතරයි කිව්වා.,NO,ජනාධිපති සමාව දුන්න මනුස්සයෙක්ගෙන් Interview එකක් ගද්දි තව හිතන්න තිබුණා  සම්පුර්ණ නිදහස ලබලා ආවා විතරයි කිව්වා 
821,822,"Mewata kiyanta.wachana naha..ara ahinsaka manussayata awasana kalewath..hodinjiwath wenna denney nathiwa ""kalakanni"" desapalakayangey nithiya ada ballata ghin ""asadarana ballanta ona vidiya nithiya ada wada karanney..",NO,Mewata kiyanta wachana naha  ara ahinsaka manussayata awasana kalewath  hodinjiwath wenna denney nathiwa  kalakanni  desapalakayangey nithiya ada ballata ghin  asadarana ballanta ona vidiya nithiya ada wada karanney  
822,823,Me ahinsakaya ayeth hire.thopita hodaknam wenna epa.lokapalakadewiya Ntaawath mewa penewa.eththa katha kalaata daduwam.derana ko.ඉදිරිපත් wenna den.pal horu iddi.ai mea.,NO,Me ahinsakaya ayeth hire thopita hodaknam wenna epa lokapalakadewiya Ntaawath mewa penewa eththa katha kalaata daduwam derana ko ඉදිරිපත් wenna den pal horu iddi ai mea 
823,824,Lajjaei oooiiii. ....rataketa giyapu kalak. .?,NO,Lajjaei oooiiii      rataketa giyapu kalak    
824,825,Ape gonnu nimadu dagena match balanawa hehehehe,NO,Ape gonnu nimadu dagena match balanawa hehehehe
828,829,Ai ban me wage asarana minissungen pali ganne ban.hamdema hadagen aliyata awilla hodin iddi me wage sakkili wada karanne,NO,Ai ban me wage asarana minissungen pali ganne ban hamdema hadagen aliyata awilla hodin iddi me wage sakkili wada karanne
829,830,maha banku kolla kapu hora kapu ahinsakae wage minissungen jiwath wena sakkilinta nithiyak naha hamdama thlune podi asaran manusayo.,NO,maha banku kolla kapu hora kapu ahinsakae wage minissungen jiwath wena sakkilinta nithiyak naha hamdama thlune podi asaran manusayo 
830,831,minissu paksha beda nathuwa buddimath wenna one mewata.hena ganahanwa me karan sakkili wada walata,NO,minissu paksha beda nathuwa buddimath wenna one mewata hena ganahanwa me karan sakkili wada walata
831,832,Yako aedagena yanna mokadda karapu warada.munge hora eliwena nisa meka kare.mekata wagakiyanna oni derana.eka thamai aeththa.,NO,Yako aedagena yanna mokadda karapu warada munge hora eliwena nisa meka kare mekata wagakiyanna oni derana eka thamai aeththa 
833,834,Rate minissu danaganna one mun wage deshapalakayonta aye amataka nowenna padamak uganwanna..karumeta ape rate minissunta ehema mind ekak ne...,NO,Rate minissu danaganna one mun wage deshapalakayonta aye amataka nowenna padamak uganwanna  karumeta ape rate minissunta ehema mind ekak ne   
843,844,දිව්‍ය ලෝකේ යන්න බලාගෙන ඉන්න අයට ඔය අහපු ප්‍රශ්ණය මම හිතන්නේ ගැබුරු වැඩියි කියලා. දිව්‍යලෝක කොහොමත් අපායට යන මාර්ගයනම් හදාගන්නවා ආර්යයන් වහන්සේලාට ගැරහ ගරහා ඉදල බවනම් පේනවා ඔය ශ්‍රාවක page එකේ set එක,NO,දිව්‍ය ලෝකේ යන්න බලාගෙන ඉන්න අයට ඔය අහපු ප්‍රශ්ණය මම හිතන්නේ ගැබුරු වැඩියි කියලා  දිව්‍යලෝක කොහොමත් අපායට යන මාර්ගයනම් හදාගන්නවා ආර්යයන් වහන්සේලාට ගැරහ ගරහා ඉදල බවනම් පේනවා ඔය ශ්‍රාවක page එකේ set එක
847,848,"මෙි ගොයියෝ ටික කාලයක සිට මඩ ගහන්න ගත්ත, පුලුවන් තරමි උත්සාහ කලා පහදල දෙන්න, ඒත් post මකනවා උත්තර දෙන්න අපහසු විට, නැත්නමි මඩම ගහනවා",NO,මෙි ගොයියෝ ටික කාලයක සිට මඩ ගහන්න ගත්ත  පුලුවන් තරමි උත්සාහ කලා පහදල දෙන්න  ඒත් post මකනවා උත්තර දෙන්න අපහසු විට  නැත්නමි මඩම ගහනවා
854,855,Kaala kanni me manussyata thawath duk denna epa bolaw,NO,Kaala kanni me manussyata thawath duk denna epa bolaw
855,856,"Hira gedara una siyaluma dewal eli kara ekai me pali ganima. Paw dan ko derana, rating wadi k, ganna kala wadak dan harine",NO,Hira gedara una siyaluma dewal eli kara ekai me pali ganima  Paw dan ko derana  rating wadi k  ganna kala wadak dan harine
861,862,ඔයා ගෙ අම්මා එතකොට තේරුම් ගණි එතුමිය kala වරද..,NO,ඔයා ගෙ අම්මා එතකොට තේරුම් ගණි එතුමිය kala වරද  
862,863,Umbath loku unnama duwe umbe ammawa para dala warenn.,NO,Umbath loku unnama duwe umbe ammawa para dala warenn 
868,869,Anunge deyak langa thiya ganna be. Policiyata baara denna thibuna. Salli denawa kiwwama genath dunna wenna berida.,NO,Anunge deyak langa thiya ganna be  Policiyata baara denna thibuna  Salli denawa kiwwama genath dunna wenna berida 
869,870,Honda porak nam trishaw kaarayai post ekak hadala daanna oona thama langa nethiunu lap top ekak thiyenawa kyala. Kohoma unath return karapu eka gena sathutui.,NO,Honda porak nam trishaw kaarayai post ekak hadala daanna oona thama langa nethiunu lap top ekak thiyenawa kyala  Kohoma unath return karapu eka gena sathutui 
870,871,Supiri bn share walin aththatama udawwak labila thiyenawane. ara deiyyange magul nethuwa. oatta,NO,Supiri bn share walin aththatama udawwak labila thiyenawane  ara deiyyange magul nethuwa  oatta
871,872,tamange pattata awama u karapu hama deyakma sadarnai kiyana tana indin katakaranawa..mithree pala awath pohottuwata e yakat hondai kiyla kiyana minissu ape rate inne....,NO,tamange pattata awama u karapu hama deyakma sadarnai kiyana tana indin katakaranawa  mithree pala awath pohottuwata e yakat hondai kiyla kiyana minissu ape rate inne    
874,875,ඇයි බන් වැදගත් ෆයිල් Cloud දාන්නේ නැත්තේ,NO,ඇයි බන් වැදගත් ෆයිල් Cloud දාන්නේ නැත්තේ
875,876,"අනේ thank you ත්‍රී වීල් මල්ලි ,ඔයා රටේ නම්බුව බේරපු වීරයෙක්.",NO,අනේ thank you ත්‍රී වීල් මල්ලි  ඔයා රටේ නම්බුව බේරපු වීරයෙක් 
877,878,"Apita lajja nehe.Horu rajawenne ema nisa. 
",NO,"Apita lajja nehe Horu rajawenne ema nisa  
"
879,880,Wade nam hoday.salle gaththa ekanam tikak awul,NO,Wade nam hoday salle gaththa ekanam tikak awul
881,882,Lankawata mokada wela thiyenne ? Ahinsaka minissunge badhu mudalin padi aragena e minissunwama apahasuthawayata path kranawa..,NO,Lankawata mokada wela thiyenne   Ahinsaka minissunge badhu mudalin padi aragena e minissunwama apahasuthawayata path kranawa  
882,883,"mn kiyanne weda warjanaya krana onema kshethrayakata , ehema kroth eyala ain karala aluth ayawa ganna one ..ona tharam kattiya innawa weda karanna .. me minissu sadarana ne ..doctor lath ehemai ,",NO,mn kiyanne weda warjanaya krana onema kshethrayakata   ehema kroth eyala ain karala aluth ayawa ganna one   ona tharam kattiya innawa weda karanna    me minissu sadarana ne   doctor lath ehemai  
883,884,ඔහොම ගහලා මදි බන්....ආමී එකේ කොල්ලන්ට traning කරලා..කොච්චි වලට දැම්මනම් අද වැඩ් පඩි ඉල්ලලා strike කරන්නේ නැහැ...ජනතාව ලස්සනට ගමන් ට්ක කරගන්නවා.,NO,ඔහොම ගහලා මදි බන්    ආමී එකේ කොල්ලන්ට traning කරලා  කොච්චි වලට දැම්මනම් අද වැඩ් පඩි ඉල්ලලා strike කරන්නේ නැහැ   ජනතාව ලස්සනට ගමන් ට්ක කරගන්නවා 
885,886,Machanla ඔය ගැහුවේ දුම්රිය දෙපාර්තමේන්තුවේ ayata නෙවෙයි ban ඔය sri lanka insurance 1k wada කරන කෙනෙක් පොර awelawe කියලා තියෙන්නේ,NO,Machanla ඔය ගැහුවේ දුම්රිය දෙපාර්තමේන්තුවේ ayata නෙවෙයි ban ඔය sri lanka insurance 1k wada කරන කෙනෙක් පොර awelawe කියලා තියෙන්නේ
891,892,Me wage minisu dekkama loku satutak denenawa.arabi kiyanne darunu minisu inne ratak ath meyala ehema ne,NO,Me wage minisu dekkama loku satutak denenawa arabi kiyanne darunu minisu inne ratak ath meyala ehema ne
892,893,Pin athwai mahathayo ubala dan pawul 7kata athiwenna hambakaragaththane oi putuwe edan... Sumathipalata nam lajjawak na perethaya,NO,Pin athwai mahathayo ubala dan pawul 7kata athiwenna hambakaragaththane oi putuwe edan    Sumathipalata nam lajjawak na perethaya
895,896,උදව්වක් one,NO,උදව්වක් one
904,905,Oka hadanna patagannkota epa kiyala natapu aya akka inna hoda porata,NO,Oka hadanna patagannkota epa kiyala natapu aya akka inna hoda porata
906,907,Arabi walin higa kapu salli,NO,Arabi walin higa kapu salli
912,913,Malinga chande ellapan.uba dinanawa.me rate niliyo chande ellala dinuwa nam ubata gamakma ne.hoda pakshekin ellala uba oya ubata kenehilikam karapu unta pennapan.me rate minissu ubata ennawa kiyala pennapan,NO,Malinga chande ellapan uba dinanawa me rate niliyo chande ellala dinuwa nam ubata gamakma ne hoda pakshekin ellala uba oya ubata kenehilikam karapu unta pennapan me rate minissu ubata ennawa kiyala pennapan
913,914,උන්ට බම්බු ගහන්න කියලා අපි ඌට farewell එකක් දෙමු...,NO,උන්ට බම්බු ගහන්න කියලා අපි ඌට farewell එකක් දෙමු   
917,918,Hena hathama Gahapuya LEBAROY thota.මාලිංග ta wagema ධනුෂ්ක yata karapu ewataaa,NO,Hena hathama Gahapuya LEBAROY thota මාලිංග ta wagema ධනුෂ්ක yata karapu ewataaa
921,922,"Maharagama Christian sambawayak tiyena godak minnssu inna ,sinhala ,burger ,oya dasun meeta awurudu 30 kata kalin sulabai ,",NO,Maharagama Christian sambawayak tiyena godak minnssu inna  sinhala  burger  oya dasun meeta awurudu 30 kata kalin sulabai  
922,923,Mewa dekkahama mage papuwa pelenawa...gage sansara gamanata yanna kauruth kemati nehe,NO,Mewa dekkahama mage papuwa pelenawa   gage sansara gamanata yanna kauruth kemati nehe
925,926,Mamath dekka meyalawa.godak sathutu hithuna meyalage adare gena.,NO,Mamath dekka meyalawa godak sathutu hithuna meyalage adare gena 
926,927,Ehema thamai wenna one,NO,Ehema thamai wenna one
935,936,Iwarayak nadda oii මේ මගුල....,NO,Iwarayak nadda oii මේ මගුල    
938,939,Ape vahallunta Honda padam,NO,Ape vahallunta Honda padam
939,940,Final ආපු එක වගේද බං හැමදාම පරාද වෙන එක,NO,Final ආපු එක වගේද බං හැමදාම පරාද වෙන එක
940,941,කොඩිය විතරක් ගිහින් වැඩක් නැතෝ Team eka ගිහිල්ලා අපිට වනන්න අවස්ථාවක් තමයි ඕනා,NO,කොඩිය විතරක් ගිහින් වැඩක් නැතෝ Team eka ගිහිල්ලා අපිට වනන්න අවස්ථාවක් තමයි ඕනා
941,942,ටීම් එකක් world cup එකට නොගියට මොක්ද කොඩිය අරං හරි එකෙක් යනවනෙ.. ඒත් මිනිස්සු බලනවා ඇති මේ මොන රටක කොඩියක්ද කියලා,NO,ටීම් එකක් world cup එකට නොගියට මොක්ද කොඩිය අරං හරි එකෙක් යනවනෙ   ඒත් මිනිස්සු බලනවා ඇති මේ මොන රටක කොඩියක්ද කියලා
